,genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
156,RPL34,1.0,0.9782608695652174,1.0222222222222221,2.524801015853882,1.8968898057937622,1.8736927509307861,1.9617672580835564e-06,1.0,[8]
155,SCD2,1.0,0.991304347826087,1.0087719298245614,2.8761255741119385,2.1303372383117676,2.108102560043335,1.5142026891083043e-06,1.0,[8]
152,ATP5G1,1.0,0.9521739130434783,1.050228310502283,2.4162333011627197,1.7047570943832397,2.0369961261749268,1.1756921318566042e-06,1.0,[8]
501,RPL15,1.0,0.9695652173913043,1.031390134529148,2.118596315383911,1.6835354566574097,1.545056939125061,0.02585226764897582,1.0,[8]
145,ATP5J,1.0,0.991304347826087,1.0087719298245614,2.6634984016418457,2.028911590576172,1.8862425088882446,8.042963852413466e-07,1.0,[8]
320,PTGDS,1.0,0.991304347826087,1.0087719298245614,2.9792826175689697,2.2686715126037598,2.0352344512939453,0.0015059266509467393,1.0,[8]
139,CHCHD2,1.0,0.9956521739130435,1.0043668122270741,2.8932716846466064,2.1896557807922363,2.021047353744507,4.3861601772786314e-07,1.0,[8]
321,UQCR11,1.0,0.991304347826087,1.0087719298245614,2.627925157546997,2.107088088989258,1.6834362745285034,0.0015283549081712574,1.0,[8]
201,HSP90AB1,1.0,0.9956521739130435,1.0043668122270741,2.682319402694702,2.0686144828796387,1.8472627401351929,2.5062437073063555e-05,1.0,[8]
131,ATP5K,1.0,0.991304347826087,1.0087719298245614,2.3829050064086914,1.7355430126190186,1.9104942083358765,2.6139432479930847e-07,1.0,[8]
548,2010107E04RIK,1.0,0.9652173913043478,1.0360360360360361,2.4751131534576416,2.0150299072265625,1.5842058658599854,0.03892531564349772,1.0,[8]
206,RPL27A,1.0,0.9956521739130435,1.0043668122270741,2.6231207847595215,2.094393491744995,1.6967713832855225,2.8614940049785404e-05,1.0,[8]
208,MDH1,1.0,0.9869565217391304,1.013215859030837,2.8057944774627686,2.1455159187316895,1.9353313446044922,3.4736581670480575e-05,1.0,[8]
