genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_domain,neighbors
SEC62,0.9148936170212766,0.7695652173913043,1.188844813078495,1.2474151849746704,0.7494087815284729,1.6454377174377441,0.005321978867845018,1,[8]
ID2,0.9148936170212766,0.7434782608695653,1.2305586661689685,1.66567862033844,0.8987042903900146,2.1532413959503174,0.005324894755538735,1,[8]
GNAL,0.8271276595744681,0.5043478260869565,1.6399944974321352,0.9577545523643494,0.44830039143562317,1.6643824577331543,0.0058637179751921415,1,[8]
ALDH1A1,0.9574468085106383,0.717391304347826,1.3346228239845261,1.2746540307998657,0.7604547739028931,1.672298789024353,0.006454001181580139,1,[8]
CABP1,0.9441489361702128,0.8347826086956521,1.131011746453901,1.4058758020401,0.9108595848083496,1.6405248641967773,0.006684463854231097,1,[8]
PMM1,0.9574468085106383,0.8347826086956521,1.1469414893617023,1.5075234174728394,0.9955292344093323,1.6686153411865234,0.007158761502897041,1,[8]
PRDX6,0.9175531914893617,0.6956521739130435,1.3189827127659575,1.3824313879013062,0.789219319820404,1.809792160987854,0.007635890517273035,1,[8]
GOT2,0.949468085106383,0.8347826086956521,1.1373836436170215,1.4891351461410522,0.9659455418586731,1.6874011754989624,0.008177506852648115,1,[8]
LXN,0.8351063829787234,0.5391304347826087,1.5489876458476322,1.1128208637237549,0.5088789463043213,1.8293155431747437,0.00847660559823951,1,[8]
VEGFB,0.901595744680851,0.6565217391304348,1.3732915316330843,1.1762328147888184,0.6542996764183044,1.6852822303771973,0.009339815400659496,1,[8]
INA,0.9468085106382979,0.7869565217391304,1.2031268367226988,1.4034134149551392,0.8773788213729858,1.6922086477279663,0.011344487975903345,1,[8]
SDHC,0.8537234042553191,0.6043478260869565,1.4126358487677944,1.0929172039031982,0.5639874339103699,1.6971150636672974,0.011592398097063989,1,[8]
LY6E,0.8882978723404256,0.6695652173913044,1.3266786405084277,1.1138367652893066,0.629520833492279,1.623064398765564,0.011608172526978544,1,[8]
TRIM37,0.8696808510638298,0.5956521739130435,1.4600481441217579,1.0010476112365723,0.5371304154396057,1.5902912616729736,0.013068300703762638,1,[8]
INPP4A,0.9441489361702128,0.7782608695652173,1.2131522643527874,1.374656319618225,0.8501421213150024,1.6896377801895142,0.014520482822221594,1,[8]
RMDN3,0.8936170212765957,0.6173913043478261,1.4474078513635,1.1952054500579834,0.6373304724693298,1.7469562292099,0.014715685699470824,1,[8]
EMC7,0.9281914893617021,0.7565217391304347,1.226919784788457,1.4229098558425903,0.8602386713027954,1.7553551197052002,0.01481121448582366,1,[8]
LSM6,0.9122340425531915,0.7130434782608696,1.2793526206538661,1.2434933185577393,0.7447894811630249,1.6465857028961182,0.015129310865342388,1,[8]
HEPACAM,0.824468085106383,0.4956521739130435,1.6634005225830535,1.006998896598816,0.46821385622024536,1.7139232158660889,0.015361918483950224,1,[8]
SLC20A1,0.8776595744680851,0.7,1.2537993920972645,1.319873332977295,0.7121469974517822,1.8362516164779663,0.015838726226097184,1,[8]
ANKRD40,0.9361702127659575,0.7521739130434782,1.2446193580125446,1.2831166982650757,0.804894208908081,1.6132043600082397,0.016188355985712697,1,[8]
BAIAP2,0.9095744680851063,0.7782608695652173,1.1687269701652205,1.3876137733459473,0.8512606024742126,1.709760308265686,0.016800869946351885,1,[8]
DNAJC15,0.8111702127659575,0.4826086956521739,1.680803143569101,0.9298301935195923,0.440125435590744,1.6318343877792358,0.017053485714212144,1,[8]
HSPA5,0.9521276595744681,0.8217391304347826,1.1586738714398288,1.5334397554397583,0.9945435523986816,1.714113712310791,0.017154114553789238,1,[8]
TMEM59,0.9361702127659575,0.8347826086956521,1.12145390070922,1.4052690267562866,0.9287155866622925,1.6105140447616577,0.018312095063054493,1,[8]
ARPC2,0.8617021276595744,0.6130434782608696,1.4056133997283837,1.0539822578430176,0.5865163803100586,1.595944881439209,0.01833611085576658,1,[8]
SOD2,0.8829787234042553,0.691304347826087,1.2772648200187342,1.208017110824585,0.723522961139679,1.6233536005020142,0.01847709368648932,1,[8]
GFOD1,0.8430851063829787,0.5347826086956522,1.5765006054315862,1.0176304578781128,0.5198554396629333,1.645056962966919,0.018574130718106967,1,[8]
SLC38A1,0.901595744680851,0.7217391304347827,1.2491989233529863,1.2953312397003174,0.7758482098579407,1.6811583042144775,0.018628445983442782,1,[8]
SCP2,0.9414893617021277,0.7869565217391304,1.196367697190549,1.328860878944397,0.8607088327407837,1.597040057182312,0.019291605885703014,1,[8]
KIF5B,0.8617021276595744,0.6217391304347826,1.385954471060854,1.062752604484558,0.5869551301002502,1.6092971563339233,0.019800988587890426,1,[8]
LRRN2,0.8351063829787234,0.5521739130434783,1.5123973864969007,1.0349628925323486,0.5216878056526184,1.670754075050354,0.02035103427287157,1,[8]
UHMK1,0.8324468085106383,0.5478260869565217,1.5195457615670385,0.9719047546386719,0.49620407819747925,1.6091411113739014,0.020473332841178086,1,[8]
CS,0.9281914893617021,0.7521739130434782,1.2340118066658468,1.2772048711776733,0.7963990569114685,1.6173771619796753,0.021684067601138852,1,[8]
GPX1,0.9069148936170213,0.6478260869565218,1.399935741824932,1.2135597467422485,0.7035689353942871,1.6652758121490479,0.021757414537127834,1,[8]
GLO1,0.8962765957446809,0.6608695652173913,1.356208006718925,1.1565265655517578,0.6653158068656921,1.634293794631958,0.022094596092288424,1,[8]
OAZ2,0.8776595744680851,0.6478260869565218,1.3547765243467085,1.1124881505966187,0.6343168020248413,1.6131219863891602,0.02361649859382651,1,[8]
DLGAP4,0.9175531914893617,0.717391304347826,1.2790135396518376,1.2261042594909668,0.7345178127288818,1.6349077224731445,0.02372138410232898,1,[8]
MRPL52,0.8936170212765957,0.6565217391304348,1.3611385092292518,1.1414159536361694,0.6710625290870667,1.6005597114562988,0.02387379995094923,1,[8]
CCT7,0.9308510638297872,0.7956521739130434,1.1699221020811534,1.2616753578186035,0.8307791948318481,1.5386357307434082,0.024097949552114077,1,[8]
NTRK2,0.9175531914893617,0.7869565217391304,1.165951569295874,1.2656989097595215,0.8188928961753845,1.5633108615875244,0.024626895882879116,1,[8]
PABPC1,0.8723404255319149,0.6434782608695652,1.355664174813111,1.0666042566299438,0.6091097593307495,1.5801100730895996,0.024740797643536653,1,[8]
S100A1,0.9175531914893617,0.6434782608695652,1.4259272570442783,1.1376148462295532,0.6707972288131714,1.5949103832244873,0.0271783427440275,1,[8]
ABHD12,0.9468085106382979,0.7913043478260869,1.196516249707739,1.340373158454895,0.8804525136947632,1.5839482545852661,0.02786548532831985,1,[8]
GSTM5,0.8856382978723404,0.6608695652173913,1.3401105823068309,1.1268317699432373,0.663430392742157,1.5894712209701538,0.029253831763137103,1,[8]
UBL3,0.9574468085106383,0.8130434782608695,1.1776083741039938,1.5453410148620605,1.022700309753418,1.6864752769470215,0.03354516751060484,1,[8]
DLG2,0.8696808510638298,0.6565217391304348,1.324679442017754,1.0734999179840088,0.6227837204933167,1.5694358348846436,0.03463220964422506,1,[8]
MAP1A,0.9547872340425532,0.7782608695652173,1.2268215856412694,1.2995448112487793,0.8578175902366638,1.5553913116455078,0.034639192824075994,1,[8]
HAPLN4,0.8776595744680851,0.6478260869565218,1.3547765243467085,1.0801576375961304,0.6045830249786377,1.6089383363723755,0.038235183806475406,1,[8]
DAD1,0.9228723404255319,0.7608695652173914,1.212917933130699,1.3329755067825317,0.8669358491897583,1.5936702489852905,0.03824288756703121,1,[8]
TOLLIP,0.8351063829787234,0.6695652173913044,1.247236805747444,1.074068546295166,0.6266440749168396,1.56427800655365,0.03844902352702391,1,[8]
ERG28,0.8297872340425532,0.6,1.3829787234042554,1.1285669803619385,0.5909542441368103,1.711915135383606,0.038782706473585254,1,[8]
FAM162A,0.8723404255319149,0.6782608695652174,1.2861429350791054,1.1700849533081055,0.6991230249404907,1.6015340089797974,0.03943915743151664,1,[8]
MRPL33,0.8696808510638298,0.6695652173913044,1.2988739983420834,1.0358092784881592,0.6213603019714355,1.5135363340377808,0.04330458667836994,1,[8]
BOLA3,0.925531914893617,0.8,1.156914893617021,1.2708851099014282,0.8468911647796631,1.5280522108078003,0.04411184233282256,1,[8]
NTM,0.9175531914893617,0.782608695652174,1.1724290780141844,1.2501381635665894,0.828631579875946,1.5242563486099243,0.045950663836034855,1,[8]
NACC2,0.8643617021276596,0.6347826086956522,1.3616656951326145,1.0624616146087646,0.6342077851295471,1.5345754623413086,0.04604900431377004,1,[8]
GJA1,0.8271276595744681,0.6304347826086957,1.3119955979457079,1.0809667110443115,0.6237285733222961,1.579704999923706,0.04674260361422758,1,[8]
SLC25A23,0.8856382978723404,0.6956521739130435,1.2731050531914894,1.065853476524353,0.6630744338035583,1.495976448059082,0.04791518665259552,1,[8]
HBB-BT,0.9798165137614679,0.9181232750689973,1.0671949403393943,2.8760690689086914,1.8718725442886353,2.729713201522827,0.00011778352637810024,2,"[0, 3, 6]"
AGT,0.9284403669724771,0.7764489420423183,1.1957519892169226,1.5865561962127686,0.9888474345207214,1.8179486989974976,0.0009486659458938897,2,"[0, 3, 6]"
FXYD1,0.8550458715596331,0.6320147194112236,1.35288917377776,1.2461705207824707,0.6899604201316833,1.744050145149231,0.0025933428321664623,2,"[0, 3, 6]"
NNAT,0.9247706422018349,0.6899724011039559,1.3403009174311926,1.8195754289627075,1.1525700092315674,1.9483940601348877,0.005486736902347783,2,"[0, 3, 6]"
GFAP,0.8440366972477065,0.7249310027598896,1.1642993526754528,1.5515352487564087,0.9765790700912476,1.777052640914917,0.04124377595122879,2,"[0, 3, 6]"
SNAP25,1.0,0.8706365503080082,1.1485849056603774,3.4977200031280518,1.4568692445755005,7.697153568267822,1.1110160160085922e-25,3,[0]
ATP1B1,0.9969418960244648,0.8357289527720739,1.1929009910661286,3.1241562366485596,1.2040865421295166,6.821434020996094,1.0192033391304617e-22,3,[0]
NDRG4,1.0,0.7392197125256673,1.3527777777777779,2.6614513397216797,0.9298467040061951,5.649711608886719,5.169869360871153e-22,3,[0]
NDUFA4,1.0,0.9342915811088296,1.0703296703296703,3.1573145389556885,1.6893388032913208,4.340440273284912,5.015318814541386e-16,3,[0]
CPLX1,0.9938837920489296,0.648870636550308,1.5317133124298379,2.5972750186920166,0.778183102607727,6.166256427764893,8.099422842993447e-14,3,[0]
STMN3,1.0,0.7905544147843943,1.264935064935065,2.664571523666382,1.022387146949768,5.166442394256592,1.1248476377277185e-13,3,[0]
GNAS,0.9969418960244648,0.9342915811088296,1.0670564909097018,3.264744758605957,1.7814853191375732,4.40728759765625,3.204700733766135e-11,3,[0]
VAMP1,0.9847094801223242,0.45790554414784396,2.150464200984627,2.124798536300659,0.46904444694519043,5.237027645111084,6.619732240328347e-11,3,[0]
ATP1A3,1.0,0.7535934291581109,1.326975476839237,2.4129269123077393,0.9015482664108276,4.532976150512695,1.3142148648951174e-09,3,[0]
NEFL,0.9908256880733946,0.6160164271047228,1.6084403669724772,2.3597445487976074,0.748236358165741,5.010362148284912,4.22080452511057e-09,3,[0]
RAB3A,0.9938837920489296,0.7330595482546202,1.3558022597418171,2.2979350090026855,0.8868255019187927,4.1005024909973145,1.4876349817566596e-08,3,[0]
VSNL1,0.9969418960244648,0.6365503080082136,1.5661635592384335,2.2908730506896973,0.7445766925811768,4.694052696228027,3.9725323326643824e-08,3,[0]
THY1,0.9908256880733946,0.6386036960985626,1.5515501932210392,2.0451583862304688,0.66606205701828,3.971311092376709,4.5701925203687165e-08,3,[0]
MDH1,0.9938837920489296,0.7926078028747433,1.2539414682068102,2.595377206802368,1.0656412839889526,4.616957664489746,8.360081980325985e-07,3,[0]
PKM,0.9938837920489296,0.8891170431211499,1.1178323481012211,2.7617621421813965,1.3730088472366333,4.009847640991211,2.560395743610058e-06,3,[0]
SCN1B,0.9969418960244648,0.6242299794661191,1.5970746821181392,2.1032962799072266,0.6925424933433533,4.099043846130371,2.9583025152486427e-06,3,[0]
LDHB,1.0,0.8562628336755647,1.1678657074340528,2.6182732582092285,1.2881568670272827,3.7814831733703613,3.2582891082591795e-06,3,[0]
CALM1,1.0,0.9240246406570842,1.0822222222222222,2.900289297103882,1.6190544366836548,3.601083755493164,3.928845805116657e-06,3,[0]
ENO2,0.9877675840978594,0.6365503080082136,1.5517510111472823,2.0825440883636475,0.6784942150115967,4.071656227111816,6.1627307464816355e-06,3,[0]
DNM1,0.9877675840978594,0.702258726899384,1.40655793408087,2.2224175930023193,0.8074802756309509,4.116228103637695,6.219085943109783e-06,3,[0]
ZWINT,0.9877675840978594,0.6776180698151951,1.4577054953201742,2.3120944499969482,0.7860054969787598,4.600150108337402,7.572388339811951e-06,3,[0]
PCSK1N,1.0,0.917864476386037,1.0894854586129754,2.9716134071350098,1.57854163646698,4.027201175689697,1.2091362608811504e-05,3,[0]
COX7B,0.9969418960244648,0.8521560574948666,1.169905309310637,2.4737839698791504,1.1719704866409302,3.6759567260742188,1.4923189541328514e-05,3,[0]
ATP5G3,0.9969418960244648,0.7946611909650924,1.254549621095386,2.2930517196655273,0.9905042052268982,3.6786558628082275,1.7269440255384154e-05,3,[0]
NSF,0.981651376146789,0.5030800821355236,1.9512825313611684,1.8962651491165161,0.5229923725128174,3.948251485824585,2.9110728892202503e-05,3,[0]
YWHAG,0.9785932721712538,0.6694045174537988,1.4618862685503085,2.0248143672943115,0.7286481857299805,3.6552560329437256,5.505861841701608e-05,3,[0]
COX5A,0.9938837920489296,0.7864476386036962,1.2637634640413282,2.426177740097046,1.0261696577072144,4.055233001708984,7.425318426950763e-05,3,[0]
STXBP1,0.9755351681957186,0.5626283367556468,1.7338891493113684,1.931512475013733,0.5813940167427063,3.857882022857666,9.705272417451737e-05,3,[0]
SNRPN,0.9938837920489296,0.7741273100616016,1.283876410418644,2.4186859130859375,1.0198241472244263,4.050586700439453,0.00010107959213357351,3,[0]
NEFM,0.9602446483180428,0.48254620123203285,1.989953803110157,1.960254430770874,0.4798271656036377,4.394822597503662,0.00011899086409150901,3,[0]
NAT8L,0.9541284403669725,0.44353182751540043,2.1512062521236834,1.73067045211792,0.40264299511909485,3.773592710494995,0.00017282914148997774,3,[0]
ATPIF1,0.9938837920489296,0.7720739219712526,1.28729097533997,2.243295907974243,0.9790133237838745,3.5405519008636475,0.00020942651788744384,3,[0]
UCHL1,0.9938837920489296,0.8213552361396304,1.2100535168195719,2.481863498687744,1.1123703718185425,3.933356761932373,0.00021528000349006217,3,[0]
2900097C17RIK,0.9877675840978594,0.8357289527720739,1.181923374583925,2.3381757736206055,1.0678274631500244,3.5620930194854736,0.000327185975591176,3,[0]
TUBA1B,0.9969418960244648,0.8501026694045175,1.1727311675456868,2.4992735385894775,1.2619153261184692,3.4464962482452393,0.0004184038817180228,3,[0]
CALM2,1.0,0.8726899383983573,1.1458823529411766,2.64587664604187,1.334710955619812,3.710496664047241,0.0005134317165806043,3,[0]
ATP5A1,0.9969418960244648,0.8562628336755647,1.1642942526712574,2.5371742248535156,1.263714075088501,3.573195219039917,0.0005545861843233881,3,[0]
COX6C,1.0,0.9507186858316222,1.0518358531317493,3.2895665168762207,2.106356382369995,3.2648379802703857,0.0006937089072780292,3,[0]
EEF1A2,0.9877675840978594,0.6591375770020534,1.4985757428525155,2.0081675052642822,0.7266584634780884,3.6020712852478027,0.0007307004489154669,3,[0]
PVALB,0.9908256880733946,0.7351129363449692,1.3478550561221876,2.535226821899414,0.9725393652915955,4.771626949310303,0.0007837965615419421,3,[0]
ATP5B,0.9969418960244648,0.919917864476386,1.083729248580166,2.877424478530884,1.6196459531784058,3.5175983905792236,0.0008213561602249572,3,[0]
SNCB,0.9847094801223242,0.5605749486652978,1.7566062887163805,1.8939743041992188,0.5894994139671326,3.685753107070923,0.0013487476411000224,3,[0]
SPARCL1,1.0,0.9507186858316222,1.0518358531317493,3.2017822265625,1.97881281375885,3.397260904312134,0.0017172753212705502,3,[0]
2010107E04RIK,0.9969418960244648,0.8542094455852156,1.1670930369324863,2.371345043182373,1.2080801725387573,3.2003650665283203,0.002090138692851582,3,[0]
CKB,1.0,0.9671457905544147,1.0339702760084926,3.627781867980957,2.4145002365112305,3.3645074367523193,0.0027004323079581217,3,[0]
ATP5J2,0.9969418960244648,0.9117043121149897,1.0934925751439513,2.682403564453125,1.5401490926742554,3.1338255405426025,0.0032379109819569685,3,[0]
NDUFB8,1.0,0.8521560574948666,1.1734939759036145,2.351477861404419,1.1761234998703003,3.239290714263916,0.0040429277709966415,3,[0]
SLC25A4,0.9938837920489296,0.891170431211499,1.1152566975295592,2.6320369243621826,1.4218614101409912,3.3540732860565186,0.006059283435732049,3,[0]
YWHAH,0.981651376146789,0.7433264887063655,1.3206193927720613,2.202171802520752,0.9007871747016907,3.6743812561035156,0.006329258008632301,3,[0]
TCF25,0.9847094801223242,0.7145790554414785,1.3780273471826776,1.9456013441085815,0.771160364151001,3.236333131790161,0.006584495719942481,3,[0]
CHCHD10,0.9938837920489296,0.8480492813141683,1.1719646652005538,2.3852014541625977,1.170702576637268,3.368605613708496,0.0066870377502913254,3,[0]
MAP1B,0.9755351681957186,0.6468172484599589,1.508208339401,1.9009031057357788,0.6916574239730835,3.3509559631347656,0.007842739770921463,3,[0]
CKMT1,0.9296636085626911,0.39835728952772076,2.333743182319745,1.4349355697631836,0.3364851772785187,2.99951434135437,0.008547477147457074,3,[0]
HSPA8,1.0,0.9507186858316222,1.0518358531317493,3.0926759243011475,1.9323537349700928,3.1909611225128174,0.008584707690098115,3,[0]
GOT1,0.9602446483180428,0.5071868583162218,1.893275885550149,1.7377533912658691,0.502339243888855,3.439803123474121,0.008797484942825812,3,[0]
RTN1,0.9877675840978594,0.6776180698151951,1.4577054953201742,2.095309019088745,0.7902278304100037,3.687988042831421,0.009649345618974096,3,[0]
COX7A2,0.9969418960244648,0.891170431211499,1.118688256598881,2.642467975616455,1.4840943813323975,3.1847493648529053,0.009962657132039764,3,[0]
ATP6V1B2,0.9724770642201835,0.5749486652977412,1.6914154652686764,1.7088731527328491,0.5853003263473511,3.075824022293091,0.010220377032958741,3,[0]
SLC12A5,0.9418960244648318,0.37166324435318276,2.534272728808691,1.515305995941162,0.355032354593277,3.1908061504364014,0.013465123062257521,3,[0]
ATP5K,0.9877675840978594,0.8685831622176592,1.1372170530866608,2.2496612071990967,1.179603099822998,2.915548801422119,0.014516536135394633,3,[0]
CEND1,0.9571865443425076,0.5359342915811088,1.7860147398268245,1.6743786334991455,0.5013043880462646,3.2319130897521973,0.015577496366315753,3,[0]
NCDN,0.9755351681957186,0.7227926078028748,1.3496750764525993,2.050363779067993,0.8072009086608887,3.4665603637695312,0.01570362270968859,3,[0]
CLSTN1,0.9877675840978594,0.7104722792607803,1.3902971487157731,1.9771026372909546,0.8139215707778931,3.200096607208252,0.020218000962312584,3,[0]
PRDX5,0.9755351681957186,0.6960985626283368,1.401432527761991,1.958730936050415,0.7957130074501038,3.199575185775757,0.02259267554806535,3,[0]
USMG5,0.9908256880733946,0.864476386036961,1.146157031096777,2.4238879680633545,1.2366212606430054,3.278108596801758,0.024966415222633938,3,[0]
COX5B,1.0,0.9383983572895277,1.0656455142231949,2.8489513397216797,1.7312299013137817,3.0578787326812744,0.026187864067580835,3,[0]
NDUFC1,0.9877675840978594,0.7433264887063655,1.3288475509824793,2.097557306289673,0.9228805303573608,3.2370965480804443,0.02803570324356288,3,[0]
ATP5J,0.9938837920489296,0.8767967145790554,1.1335395942103719,2.4639477729797363,1.3442375659942627,3.0639660358428955,0.028752551509246917,3,[0]
TSPYL4,0.9571865443425076,0.5256673511293635,1.8208978402140672,1.6357531547546387,0.5093199610710144,3.08463454246521,0.02936737281792941,3,[0]
TPI1,0.9908256880733946,0.8151950718685832,1.215446121137892,2.2909231185913086,1.0982444286346436,3.295897960662842,0.031505028013279965,3,[0]
COX6B1,1.0,0.8891170431211499,1.1247113163972287,2.4533848762512207,1.3771932125091553,2.9334867000579834,0.03207839031660287,3,[0]
NSG1,0.9480122324159022,0.4537987679671458,2.089058629803368,1.6688278913497925,0.45239171385765076,3.3751378059387207,0.03518411325266575,3,[0]
UQCRH,0.9938837920489296,0.8952772073921971,1.1101408411188733,2.5622527599334717,1.466152548789978,2.9924728870391846,0.03722367829395802,3,[0]
ATP2B2,0.944954128440367,0.4106776180698152,2.3009633027522938,1.4069840908050537,0.3675650656223297,2.827573776245117,0.03869704036217394,3,[0]
COX8A,1.0,0.9548254620123203,1.0473118279569893,3.1370410919189453,2.053907632827759,2.953920841217041,0.04087882623602854,3,[0]
ATP5L,1.0,0.8870636550308009,1.1273148148148147,2.45137882232666,1.3825020790100098,2.912106513977051,0.04311513452493976,3,[0]
UQCRQ,0.9969418960244648,0.8993839835728953,1.108471925488389,2.386777639389038,1.3354791402816772,2.8613638877868652,0.045286017828646774,3,[0]
ALDOA,1.0,0.9425051334702259,1.0610021786492374,2.8451404571533203,1.7684139013290405,2.935055732727051,0.24144955661490392,3,[0]
NRGN,1.0,0.9853479853479854,1.0148698884758365,4.23270845413208,2.434185028076172,6.040721416473389,6.9190846588099455e-25,5,[4]
CALM2,1.0,0.9706959706959707,1.030188679245283,3.8425655364990234,2.346360683441162,4.464713096618652,4.775581274906279e-13,5,[4]
MEG3,1.0,0.9377289377289377,1.06640625,3.206963062286377,1.62604558467865,4.85941219329834,1.3771939598587154e-07,5,[4]
SNHG11,1.0,0.8754578754578755,1.1422594142259415,3.0117597579956055,1.3724685907363892,5.151516914367676,2.3089694072505565e-06,5,[4]
RTN1,1.0,0.9743589743589743,1.0263157894736843,3.3927507400512695,1.9793800115585327,4.1097846031188965,3.2234883542242363e-06,5,[4]
BASP1,1.0,0.9304029304029304,1.074803149606299,2.891305446624756,1.4953304529190063,4.038910388946533,8.79779762528803e-06,5,[4]
DNM1,1.0,0.9487179487179487,1.0540540540540542,3.117185592651367,1.6824268102645874,4.19863224029541,1.2992031473546456e-05,5,[4]
SNAP25,1.0,0.967032967032967,1.0340909090909092,3.861088991165161,2.1524534225463867,5.521422863006592,2.0697463325500665e-05,5,[4]
CLSTN1,1.0,0.8827838827838828,1.1327800829875518,2.8660056591033936,1.3776068687438965,4.429996490478516,4.7105773079928257e-05,5,[4]
STXBP1,0.9972677595628415,0.8205128205128205,1.2154200819672132,2.52390718460083,1.0199891328811646,4.4992828369140625,4.770155738632711e-05,5,[4]
CTXN1,1.0,0.8717948717948718,1.1470588235294117,2.6515092849731445,1.190423607826233,4.3106369972229,7.824982760369116e-05,5,[4]
CCK,1.0,0.9523809523809523,1.05,3.2952682971954346,1.8023219108581543,4.450188159942627,0.00015143411599718705,5,[4]
SYT1,1.0,0.9084249084249084,1.1008064516129032,2.7860076427459717,1.3337059020996094,4.272938251495361,0.0002208814928026853,5,[4]
VSNL1,1.0,0.8424908424908425,1.1869565217391305,2.8732526302337646,1.2626943588256836,5.0056047439575195,0.0002946089348783222,5,[4]
CYFIP2,1.0,0.8827838827838828,1.1327800829875518,2.3902244567871094,1.1843360662460327,3.339724540710449,0.0007177701187830571,5,[4]
YWHAH,1.0,0.9377289377289377,1.06640625,3.117638349533081,1.7160253524780273,4.061746120452881,0.0011482952455872154,5,[4]
SLC17A7,1.0,0.9157509157509157,1.092,2.84952974319458,1.5701878070831299,3.594273328781128,0.0011871290945796608,5,[4]
ATP6V1G2,1.0,0.8388278388278388,1.1921397379912664,2.4061849117279053,1.0871323347091675,3.7398762702941895,0.002555539055882139,5,[4]
LINGO1,0.9918032786885246,0.6190476190476191,1.6021437578814628,2.036285161972046,0.6377967000007629,4.049075126647949,0.0032392398549530264,5,[4]
CX3CL1,0.9972677595628415,0.7948717948717948,1.2546271813855103,2.364238977432251,1.0176539421081543,3.8442752361297607,0.007279217207531237,5,[4]
PRKAR1B,0.9972677595628415,0.7948717948717948,1.2546271813855103,2.3391621112823486,1.0101830959320068,3.7771852016448975,0.011070682496954695,5,[4]
CHN1,1.0,0.8937728937728938,1.1188524590163933,2.8308839797973633,1.4696236848831177,3.901106595993042,0.011591317421852545,5,[4]
GNG3,1.0,0.8498168498168498,1.1767241379310345,2.5073447227478027,1.1262718439102173,3.979168176651001,0.01249461211938266,5,[4]
GPM6A,1.0,0.9560439560439561,1.0459770114942528,3.0682098865509033,1.942129373550415,3.0835468769073486,0.013262346533083951,5,[4]
1110008P14RIK,0.9972677595628415,0.8791208791208791,1.1343920765027322,2.7547767162323,1.2629101276397705,4.445385932922363,0.015575366783857451,5,[4]
SYP,1.0,0.8791208791208791,1.1375,2.5886101722717285,1.2638663053512573,3.7612221240997314,0.01868305457616479,5,[4]
ZWINT,1.0,0.9010989010989011,1.1097560975609755,2.8642373085021973,1.468836784362793,4.036590576171875,0.019529744797148762,5,[4]
APP,1.0,0.9230769230769231,1.0833333333333333,3.009801149368286,1.7687619924545288,3.4592061042785645,0.02292047610925709,5,[4]
EEF1A2,1.0,0.9413919413919414,1.0622568093385214,2.6931605339050293,1.5392369031906128,3.1706087589263916,0.026736150724913713,5,[4]
SERINC1,1.0,0.945054945054945,1.058139534883721,2.7596964836120605,1.5943129062652588,3.207152843475342,0.028291844954202203,5,[4]
ARPP19,0.9890710382513661,0.7838827838827839,1.261758847862724,2.181331157684326,0.8692077398300171,3.7140517234802246,0.0333461820154211,5,[4]
SCG5,0.994535519125683,0.7582417582417582,1.3116338005860457,2.3109357357025146,0.934184730052948,3.962007522583008,0.04801494163938751,5,[4]
VAMP2,1.0,0.967032967032967,1.0340909090909092,3.0620856285095215,1.8607726097106934,3.324479103088379,0.04817322323030728,5,[4]
GFAP,0.8754578754578755,0.7379310344827587,1.1863681489849713,1.2528386116027832,0.7807247638702393,1.6033798456192017,2.006527927605084e-58,6,[7]
APOD,0.8974358974358975,0.7965517241379311,1.1266511266511265,1.4198755025863647,0.9231367707252502,1.6433531045913696,2.301436336819547e-58,6,[7]
NOV,0.9827586206896551,0.6043956043956044,1.6260188087774294,2.5557875633239746,0.915627121925354,5.155996322631836,1.6229969285676324e-14,7,[6]
GDA,1.0,0.8754578754578755,1.1422594142259415,2.334852933883667,1.2663826942443848,2.9109230041503906,6.174011761828249e-12,7,[6]
GRIA3,1.0,0.8644688644688645,1.1567796610169492,2.2348527908325195,1.1445269584655762,2.975243091583252,6.598484332778151e-12,7,[6]
ATP2B4,0.993103448275862,0.6776556776556777,1.465498602050326,2.0841259956359863,0.8789187073707581,3.3374509811401367,9.133071343126646e-08,7,[6]
LYPD1,0.996551724137931,0.8644688644688645,1.152790765634132,2.6167216300964355,1.3506072759628296,3.5470430850982666,1.6978819033504865e-06,7,[6]
ARPP21,1.0,0.8827838827838828,1.1327800829875518,2.537431001663208,1.3194469213485718,3.380366325378418,4.909998564573999e-06,7,[6]
MAL2,0.993103448275862,0.8315018315018315,1.1943490809661248,2.013072967529297,1.03651762008667,2.6552939414978027,0.00012854351351476934,7,[6]
LINGO1,0.996551724137931,0.9413919413919414,1.058593854823561,2.530618906021118,1.5417054891586304,2.688311815261841,0.0004371506820782494,7,[6]
HAP1,1.0,0.9340659340659341,1.0705882352941176,2.591041326522827,1.5554852485656738,2.8166720867156982,0.00047631545845311395,7,[6]
GABRA1,0.993103448275862,0.9340659340659341,1.0632048681541582,2.3347010612487793,1.3947244882583618,2.5599215030670166,0.000972573627827903,7,[6]
CALB1,1.0,0.8974358974358975,1.1142857142857143,2.5077197551727295,1.3948191404342651,3.043172836303711,0.0014419063059058419,7,[6]
CYP46A1,1.0,0.8681318681318682,1.1518987341772151,2.163106918334961,1.273728370666504,2.4336166381835938,0.0019491547388811065,7,[6]
MARCKS,1.0,0.9633699633699634,1.0380228136882128,2.5526316165924072,1.6524403095245361,2.460073709487915,0.0027837974815751077,7,[6]
DCLK1,1.0,0.978021978021978,1.0224719101123596,2.5042357444763184,1.6652584075927734,2.3139994144439697,0.0030551757429023284,7,[6]
